Ligand,Pocket,Best Score (kcal/mol),All Scores
CIMG_01418_prepared_Verapamil,7,-6.2,"[-6.2, 0.0, 0.0, -6.2, 0.793, 1.806, -6.2, 2.275, 2.982, -6.1, 1.341, 1.545, -6.1, 1.361, 2.205, -6.1, 1.536, 1.958, -5.9, 3.465, 9.072, -5.9, 2.159, 3.666, -5.8, 3.845, 9.325, -5.8, 3.81, 6.713]"
CIMG_01418_prepared_Verapamil,13,-6.7,"[-6.7, 0.0, 0.0, -6.6, 1.407, 2.202, -6.5, 2.234, 3.93, -6.4, 2.291, 4.071, -6.3, 2.364, 7.029, -6.3, 4.855, 8.028, -6.3, 4.916, 8.037, -6.2, 5.518, 7.54, -6.1, 9.179, 13.582, -6.0, 2.392, 6.627]"
CIMG_01418_prepared_Verapamil,21,-5.4,"[-5.4, 0.0, 0.0, -5.3, 1.392, 6.14, -5.3, 1.421, 2.343, -5.1, 1.591, 2.719, -5.1, 2.642, 8.226, -5.0, 1.894, 6.835, -5.0, 1.504, 2.456, -5.0, 1.455, 2.269, -5.0, 5.87, 9.27, -5.0, 5.056, 10.168]"
CIMG_01418_prepared_Verapamil,17,-5.9,"[-5.9, 0.0, 0.0, -5.8, 3.765, 6.426, -5.8, 3.832, 6.382, -5.7, 2.772, 6.107, -5.7, 2.768, 5.264, -5.7, 4.092, 8.955, -5.7, 1.65, 2.678, -5.7, 3.546, 6.254, -5.7, 3.245, 8.073, -5.6, 3.533, 6.441]"
CIMG_01418_prepared_Verapamil,16,-7.0,"[-7.0, 0.0, 0.0, -6.8, 1.681, 2.866, -6.8, 1.74, 3.07, -6.6, 6.466, 12.467, -6.5, 6.582, 12.66, -6.4, 3.306, 5.419, -6.3, 3.23, 8.124, -6.3, 6.731, 12.861, -6.2, 3.325, 8.235, -6.2, 3.182, 5.148]"
CIMG_01418_prepared_Verapamil,20,-7.4,"[-7.4, 0.0, 0.0, -7.4, 2.638, 7.012, -7.2, 1.803, 8.276, -7.2, 1.704, 2.768, -7.2, 2.475, 4.454, -7.2, 2.473, 7.325, -7.2, 2.519, 4.251, -7.2, 1.935, 8.352, -7.1, 1.536, 7.908, -7.1, 2.59, 4.805]"
CIMG_01418_prepared_Verapamil,6,-7.1,"[-7.1, 0.0, 0.0, -7.0, 3.066, 5.755, -6.9, 1.818, 2.882, -6.9, 2.199, 3.009, -6.9, 3.676, 6.641, -6.8, 3.85, 7.375, -6.8, 2.581, 4.433, -6.8, 1.65, 2.412, -6.8, 1.774, 3.025, -6.8, 2.86, 4.856]"
CIMG_01418_prepared_Disulfiram,5,-4.8,"[-4.8, 0.0, 0.0, -4.7, 1.828, 2.906, -4.7, 1.889, 7.312, -4.7, 1.723, 2.197, -4.7, 1.85, 7.034, -4.6, 2.009, 2.756, -4.6, 2.114, 2.909, -4.6, 2.061, 7.157, -4.6, 1.896, 6.839, -4.6, 1.646, 7.1]"
CIMG_01418_prepared_Disulfiram,12,-4.0,"[-4.0, 0.0, 0.0, -3.9, 1.122, 2.061, -3.9, 0.307, 6.345, -3.9, 0.558, 6.848, -3.9, 1.162, 2.584, -3.9, 0.563, 6.825, -3.9, 0.697, 2.147, -3.8, 0.632, 6.712, -3.8, 0.484, 2.41, -3.7, 1.796, 6.747]"
CIMG_01418_prepared_Disulfiram,1,-4.6,"[-4.6, 0.0, 0.0, -4.5, 1.535, 2.68, -4.5, 1.535, 6.471, -4.5, 1.714, 5.696, -4.5, 1.418, 2.089, -4.4, 1.721, 5.841, -4.4, 1.39, 6.223, -4.4, 1.315, 2.11, -4.4, 1.39, 2.548, -4.3, 1.501, 5.758]"
CIMG_01418_prepared_Disulfiram,14,-3.6,"[-3.6, 0.0, 0.0, -3.6, 1.928, 6.183, -3.6, 4.655, 8.962, -3.6, 2.255, 6.283, -3.6, 1.466, 2.237, -3.6, 1.514, 2.171, -3.6, 1.495, 5.881, -3.6, 2.02, 6.127, -3.6, 1.821, 5.787, -3.6, 1.97, 3.083]"
CIMG_01418_prepared_Disulfiram,4,-4.6,"[-4.6, 0.0, 0.0, -4.5, 1.403, 2.235, -4.4, 1.866, 7.093, -4.3, 0.925, 6.639, -4.3, 1.724, 2.276, -4.2, 4.21, 6.346, -4.2, 4.164, 6.058, -4.2, 1.459, 6.669, -4.1, 2.766, 3.803, -4.1, 4.688, 6.164]"
CIMG_01418_prepared_Disulfiram,23,-3.3,"[-3.3, 0.0, 0.0, -3.3, 1.147, 2.279, -3.3, 1.335, 5.037, -3.2, 1.541, 5.479, -3.2, 1.464, 5.559, -3.2, 0.418, 2.282, -3.2, 2.419, 5.42, -3.2, 2.286, 3.3, -3.2, 1.584, 2.378, -3.2, 1.889, 5.61]"
CIMG_01418_prepared_Disulfiram,11,-4.0,"[-4.0, 0.0, 0.0, -4.0, 6.91, 8.701, -4.0, 1.593, 6.313, -4.0, 1.689, 3.085, -4.0, 7.821, 9.642, -3.9, 1.927, 6.085, -3.9, 1.919, 2.932, -3.9, 4.244, 6.004, -3.9, 1.741, 6.314, -3.9, 4.298, 6.18]"
CIMG_01418_prepared_Disulfiram,18,-3.6,"[-3.6, 0.0, 0.0, -3.6, 3.42, 4.161, -3.6, 3.18, 6.639, -3.5, 0.764, 1.755, -3.5, 3.127, 4.149, -3.5, 1.271, 5.894, -3.5, 1.159, 5.886, -3.4, 1.147, 2.103, -3.4, 5.054, 7.067, -3.4, 1.271, 5.785]"
CIMG_01418_prepared_Disulfiram,19,-3.1,"[-3.1, 0.0, 0.0, -3.1, 10.561, 13.244, -3.1, 0.143, 5.95, -3.1, 4.032, 7.372, -3.1, 2.858, 4.643, -3.1, 2.805, 4.121, -3.1, 2.426, 3.479, -3.0, 2.239, 5.76, -3.0, 2.414, 6.116, -3.0, 3.987, 5.44]"
CIMG_01418_prepared_Disulfiram,22,-2.6,"[-2.6, 0.0, 0.0, -2.6, 1.256, 2.056, -2.5, 1.085, 2.08, -2.4, 1.625, 2.309, -2.4, 1.239, 2.316, -2.2, 1.792, 6.677, -2.1, 1.84, 6.648, -1.9, 1.307, 7.009, -1.9, 1.601, 2.647, -1.9, 1.603, 2.545]"
CIMG_01418_prepared_Disulfiram,3,-3.9,"[-3.9, 0.0, 0.0, -3.9, 0.041, 1.529, -3.9, 0.126, 6.997, -3.8, 1.623, 6.874, -3.8, 0.426, 6.83, -3.8, 1.631, 3.096, -3.6, 1.705, 7.09, -3.6, 2.296, 3.346, -3.5, 1.956, 3.117, -3.5, 1.644, 2.77]"
CIMG_01418_prepared_Disulfiram,9,-5.0,"[-5.0, 0.0, 0.0, -5.0, 0.139, 6.28, -4.9, 0.103, 6.088, -4.9, 1.398, 6.26, -4.9, 1.387, 6.371, -4.9, 0.144, 6.263, -4.9, 1.385, 2.278, -4.9, 1.403, 6.436, -4.9, 0.137, 2.236, -4.9, 1.401, 2.321]"
CIMG_01418_prepared_Disulfiram,8,-4.0,"[-4.0, 0.0, 0.0, -3.9, 0.468, 5.602, -3.8, 1.295, 5.566, -3.8, 4.699, 6.556, -3.8, 1.23, 2.61, -3.7, 4.686, 6.084, -3.7, 4.708, 6.587, -3.7, 1.613, 2.782, -3.7, 1.57, 6.011, -3.7, 4.755, 6.507]"
CIMG_01418_prepared_Disulfiram,10,-4.2,"[-4.2, 0.0, 0.0, -4.2, 1.754, 6.52, -4.1, 1.268, 5.943, -4.1, 9.88, 12.562, -4.1, 1.333, 6.349, -4.1, 9.928, 12.612, -4.1, 9.909, 13.151, -4.1, 1.676, 6.555, -4.1, 10.017, 13.087, -4.0, 1.929, 6.111]"
CIMG_01418_prepared_Disulfiram,2,-4.2,"[-4.2, 0.0, 0.0, -4.2, 0.831, 2.468, -4.2, 0.868, 6.936, -4.1, 1.473, 2.981, -4.1, 1.492, 2.217, -4.1, 1.421, 2.139, -4.1, 1.349, 7.016, -4.0, 2.681, 3.636, -4.0, 1.93, 3.173, -4.0, 10.84, 13.284]"
CIMG_01418_prepared_Disulfiram,15,-3.3,"[-3.3, 0.0, 0.0, -3.3, 1.476, 5.454, -3.2, 1.624, 5.91, -3.2, 1.391, 5.472, -3.2, 2.389, 5.506, -3.2, 3.426, 5.171, -3.2, 1.476, 5.449, -3.2, 3.324, 5.227, -3.2, 1.772, 6.246, -3.1, 2.986, 4.798]"
CIMG_01418_prepared_Disulfiram,7,-4.2,"[-4.2, 0.0, 0.0, -4.1, 1.303, 5.685, -4.1, 0.991, 6.174, -4.0, 1.311, 5.732, -4.0, 1.281, 2.723, -4.0, 0.485, 5.937, -3.9, 1.041, 2.609, -3.8, 1.634, 6.245, -3.8, 1.121, 6.233, -3.8, 1.603, 5.761]"
CIMG_01418_prepared_Disulfiram,13,-5.0,"[-5.0, 0.0, 0.0, -4.9, 0.116, 6.262, -4.9, 0.147, 6.068, -4.9, 1.373, 2.742, -4.9, 1.386, 2.73, -4.9, 1.679, 6.549, -4.9, 1.355, 2.238, -4.9, 1.682, 2.767, -4.9, 1.408, 6.351, -4.9, 1.691, 6.574]"
CIMG_01418_prepared_Disulfiram,21,-3.2,"[-3.2, 0.0, 0.0, -3.2, 0.365, 1.65, -3.2, 0.885, 2.681, -3.2, 0.701, 6.639, -3.2, 0.85, 2.007, -3.2, 1.179, 6.17, -3.2, 1.07, 6.138, -3.2, 1.357, 6.369, -3.1, 1.858, 6.691, -3.1, 0.958, 6.153]"
CIMG_01418_prepared_Disulfiram,17,-3.9,"[-3.9, 0.0, 0.0, -3.9, 0.69, 2.5, -3.9, 0.494, 1.703, -3.9, 0.796, 6.377, -3.9, 0.836, 6.492, -3.9, 1.392, 2.537, -3.9, 0.463, 6.628, -3.8, 0.526, 6.45, -3.8, 1.32, 6.568, -3.7, 1.309, 2.532]"
CIMG_01418_prepared_Disulfiram,16,-4.5,"[-4.5, 0.0, 0.0, -4.5, 1.59, 5.462, -4.4, 0.086, 5.395, -4.4, 1.499, 2.682, -4.4, 1.548, 5.424, -4.4, 1.592, 5.657, -4.4, 0.697, 5.536, -4.4, 0.696, 5.349, -4.4, 1.476, 2.234, -4.4, 1.475, 2.808]"
CIMG_01418_prepared_Disulfiram,20,-4.3,"[-4.3, 0.0, 0.0, -4.3, 2.134, 6.862, -4.1, 4.181, 6.3, -4.1, 3.676, 5.207, -4.0, 3.97, 5.835, -4.0, 2.428, 3.605, -4.0, 3.522, 5.747, -4.0, 3.483, 5.509, -4.0, 5.808, 7.992, -4.0, 4.03, 5.858]"
CIMG_01418_prepared_Disulfiram,6,-4.3,"[-4.3, 0.0, 0.0, -4.2, 5.986, 9.862, -4.0, 9.665, 12.168, -3.9, 5.3, 9.684, -3.9, 3.324, 5.352, -3.9, 5.641, 9.497, -3.9, 3.048, 7.432, -3.9, 4.527, 8.858, -3.9, 5.293, 9.015, -3.9, 3.104, 5.116]"
